match_id,minute,scoring_team,scorer,is_home_goal,home_score_before,away_score_before,home_score_after,away_score_after,game_state_before,game_state_after,is_equalizer,is_go_ahead_goal,is_late_goal
4910398,65,Levante Badalona,Estefanía Banini,True,1,0,2,0,winning,winning,False,False,False
4910398,72,Alhama CF,Vega Montesinos,False,2,0,2,1,losing,losing,False,False,False
4910398,79,Levante Badalona,Itziar Pinillos,True,2,1,3,1,winning,winning,False,False,True
4910398,90,Alhama CF,Patri Miñano,False,3,1,3,2,losing,losing,False,False,True
4910399,34,Real Sociedad,Rebeca da Silva,True,0,0,1,0,drawing,winning,False,True,False
4910399,86,Logrono,Mía Asenjo,False,1,0,1,1,losing,drawing,True,False,True
4910400,18,Barcelona,Ona Batlle,False,0,0,0,1,drawing,winning,False,True,False
4910400,51,Barcelona,Alexia Putellas,False,0,1,0,2,winning,winning,False,False,False
4910400,55,Barcelona,Maëlle Lakrar,False,0,2,0,3,winning,winning,False,False,False
4910401,89,Granada,Manoly Baquerizo,False,0,0,0,1,drawing,winning,False,True,True
4910402,15,UD Tenerife,Natalia Ramos,True,0,0,1,0,drawing,winning,False,True,False
4910402,25,UD Tenerife,Natalia Ramos,True,1,0,2,0,winning,winning,False,False,False
4910403,7,Alhama CF,Belén,True,0,0,1,0,drawing,winning,False,True,False
4910403,18,Real Sociedad,Claire Lavogez,False,1,0,1,1,losing,drawing,True,False,False
4910403,32,Real Sociedad,Paula Fernández,False,1,1,1,2,drawing,winning,False,True,False
4910403,45,Real Sociedad,Claire Lavogez,False,1,2,1,3,winning,winning,False,False,False
4910403,56,Real Sociedad,Aiara Agirrezabala,False,1,3,1,4,winning,winning,False,False,False
4910403,71,Real Sociedad,Nerea Eizagirre,False,1,4,1,5,winning,winning,False,False,False
4910404,3,Atletico Madrid,Vilde Bøe Risa,True,0,0,1,0,drawing,winning,False,True,False
4910404,83,Atletico Madrid,Giovana Queiroz,True,1,0,2,0,winning,winning,False,False,True
4910405,14,Logrono,Rebeca da Silva,True,0,0,1,0,drawing,winning,False,True,False
4910405,40,Sevilla,Millaray Cortés,False,1,0,1,1,losing,drawing,True,False,False
4910405,45,Logrono,Isina,True,1,1,2,1,drawing,winning,False,True,False
4910407,48,Real Madrid,Linda Caicedo,False,0,0,0,1,drawing,winning,False,True,False
4910407,73,Real Madrid,Sara Däbritz,False,0,1,0,2,winning,winning,False,False,False
4910408,90,Athletic Club,Ane Campos,False,0,0,0,1,drawing,winning,False,True,True
4910409,18,Barcelona,Salma Paralluelo,True,0,0,1,0,drawing,winning,False,True,False
4910409,50,Barcelona,Marta Torrejón,True,1,0,2,0,winning,winning,False,False,False
4910409,52,Barcelona,Sydney Schertenleib,True,2,0,3,0,winning,winning,False,False,False
4910409,60,Barcelona,Esmee Brugts,True,3,0,4,0,winning,winning,False,False,False
4910409,73,Barcelona,Mapi León,True,4,0,5,0,winning,winning,False,False,False
4910409,79,Barcelona,Martine Fenger,True,5,0,6,0,winning,winning,False,False,True
4910410,26,Granada,Manoly Baquerizo,True,0,0,1,0,drawing,winning,False,True,False
4910410,90,Granada,Manoly Baquerizo,True,1,0,2,0,winning,winning,False,False,True
4910411,16,Granada,Manoly Baquerizo,False,0,0,0,1,drawing,winning,False,True,False
4910411,66,Granada,Andrea Gómez,False,0,1,0,2,winning,winning,False,False,False
4910411,90,Athletic Club,Ane Elexpuru,True,0,2,1,2,losing,losing,False,False,True
4910412,1,Eibar,Iara Lacosta,True,0,0,1,0,drawing,winning,False,True,False
4910412,78,Eibar,Garazi Fácila,True,1,0,2,0,winning,winning,False,False,True
4910412,85,Levante,Inés Rizo,False,2,0,2,1,losing,losing,False,False,True
4910413,2,Barcelona,Carla Juliá,False,0,0,0,1,drawing,winning,False,True,False
4910413,28,Espanyol,Laia Ballesté,True,0,1,1,1,losing,drawing,True,False,False
4910413,30,Barcelona,Caroline Graham Hansen,False,1,1,1,2,drawing,winning,False,True,False
4910413,56,Barcelona,Martine Fenger,False,1,2,1,3,winning,winning,False,False,False
4910413,83,Barcelona,Martine Fenger,False,1,3,1,4,winning,winning,False,False,True
4910414,35,Alhama CF,Belén,False,0,0,0,1,drawing,winning,False,True,False
4910414,45,Deportivo La Coruna,Paula Gutiérrez,True,0,1,1,1,losing,drawing,True,False,False
4910414,45,Deportivo La Coruna,Bárbara Latorre,True,1,1,2,1,drawing,winning,False,True,False
4910414,81,Alhama CF,Yaiza Relea,False,2,1,2,2,losing,drawing,True,False,True
4910415,6,Atletico Madrid,Priscila Chinchilla,False,0,0,0,1,drawing,winning,False,True,False
4910415,23,Atletico Madrid,Priscila Chinchilla,False,0,1,0,2,winning,winning,False,False,False
4910415,36,Levante Badalona,Itziar Pinillos,True,0,2,1,2,losing,losing,False,False,False
4910415,60,Levante Badalona,Irina Uribe,True,1,2,2,2,losing,drawing,True,False,False
4910415,84,Atletico Madrid,Júlia Bartel,False,2,2,2,3,drawing,winning,False,True,True
4910415,90,Atletico Madrid,Luany,False,2,3,2,4,winning,winning,False,False,True
4910416,4,Real Madrid,Linda Caicedo,True,0,0,1,0,drawing,winning,False,True,False
4910416,90,Logrono,Annelie Leitner,False,1,0,1,1,losing,drawing,True,False,True
4910417,37,Real Sociedad,Claire Lavogez,True,0,0,1,0,drawing,winning,False,True,False
4910417,90,Real Sociedad,Cecilia Marcos,True,1,0,2,0,winning,winning,False,False,True
4910418,27,UD Tenerife,Paola Hernández,True,0,0,1,0,drawing,winning,False,True,False
4910418,45,UD Tenerife,Carlota Suárez,True,1,0,2,0,winning,winning,False,False,False
4910418,45,UD Tenerife,Natalia Ramos,True,2,0,3,0,winning,winning,False,False,False
4910419,3,Alhama CF,Belén,True,0,0,1,0,drawing,winning,False,True,False
4910419,14,Alhama CF,Vega Berasategui,True,1,0,2,0,winning,winning,False,False,False
4910419,30,Espanyol,Phoenetia Browne,False,2,0,2,1,losing,losing,False,False,False
4910419,52,Alhama CF,Yiyi,True,2,1,3,1,winning,winning,False,False,False
4910420,61,Atletico Madrid,Giovana Queiroz,True,0,0,1,0,drawing,winning,False,True,False
4910420,71,Atletico Madrid,Vilde Bøe Risa,True,1,0,2,0,winning,winning,False,False,False
4910420,85,Atletico Madrid,Júlia Bartel,True,2,0,3,0,winning,winning,False,False,True
4910420,90,Atletico Madrid,Giovana Queiroz,True,3,0,4,0,winning,winning,False,False,True
4910421,1,Deportivo La Coruna,Bárbara Latorre,True,0,0,1,0,drawing,winning,False,True,False
4910421,47,Real Sociedad,Paula Fernández,False,1,0,1,1,losing,drawing,True,False,False
4910421,71,Real Sociedad,Cecilia Marcos,False,1,1,1,2,drawing,winning,False,True,False
4910422,29,Logrono,Annelie Leitner,True,0,0,1,0,drawing,winning,False,True,False
4910422,85,Logrono,Flavine Mawete,True,1,0,2,0,winning,winning,False,False,True
4910422,88,Logrono,Isina,True,2,0,3,0,winning,winning,False,False,True
4910423,15,Barcelona,Vicky López,True,0,0,1,0,drawing,winning,False,True,False
4910423,34,Barcelona,Clàudia Pina,True,1,0,2,0,winning,winning,False,False,False
4910423,51,Barcelona,Clàudia Pina,True,2,0,3,0,winning,winning,False,False,False
4910423,66,Barcelona,Carla Juliá,True,3,0,4,0,winning,winning,False,False,False
4910423,86,Barcelona,Sydney Schertenleib,True,4,0,5,0,winning,winning,False,False,True
4910424,28,Granada,Lauri,True,0,0,1,0,drawing,winning,False,True,False
4910424,31,UD Tenerife,Paulina Gramaglia,False,1,0,1,1,losing,drawing,True,False,False
4910425,35,Athletic Club,Ane Azkona,False,0,0,0,1,drawing,winning,False,True,False
4910426,52,Real Madrid,Alba Redondo,False,0,0,0,1,drawing,winning,False,True,False
4910426,90,Real Madrid,Naomie Feller,False,0,1,0,2,winning,winning,False,False,True
4910427,55,Deportivo La Coruna,Ainhoa Marín,False,0,0,0,1,drawing,winning,False,True,False
4910428,26,Madrid CFF,Mônica,True,0,0,1,0,drawing,winning,False,True,False
4910428,76,Madrid CFF,Nerea Sánchez,True,1,0,2,0,winning,winning,False,False,True
4910429,21,Eibar,Laura Camino,True,0,0,1,0,drawing,winning,False,True,False
4910429,67,Eibar,Carmen Álvarez,True,1,0,2,0,winning,winning,False,False,False
4910430,25,Real Madrid,Caroline Weir,True,0,0,1,0,drawing,winning,False,True,False
4910431,22,Levante Badalona,Ana González,False,0,0,0,1,drawing,winning,False,True,False
4910431,31,Espanyol,Ainoa Campo,True,0,1,1,1,losing,drawing,True,False,False
4910432,23,UD Tenerife,Paulina Gramaglia,True,0,0,1,0,drawing,winning,False,True,False
4910432,45,Barcelona,Esmee Brugts,False,1,0,1,1,losing,drawing,True,False,False
4910432,66,Barcelona,Francisca Nazareth,False,1,1,1,2,drawing,winning,False,True,False
4910432,88,Barcelona,Clàudia Pina,False,1,2,1,3,winning,winning,False,False,True
4910433,20,Real Sociedad,Cecilia Marcos,True,0,0,1,0,drawing,winning,False,True,False
4910433,66,Real Sociedad,Claire Lavogez,True,1,0,2,0,winning,winning,False,False,False
4910433,83,Real Sociedad,Klára Cahynová,True,2,0,3,0,winning,winning,False,False,True
4910434,51,Logrono,Isina,False,0,0,0,1,drawing,winning,False,True,False
4910434,66,Logrono,Annelie Leitner,False,0,1,0,2,winning,winning,False,False,False
4910434,73,Logrono,Ximena Velazco,False,0,2,0,3,winning,winning,False,False,False
4910434,84,Levante,Ariana Arias,True,0,3,1,3,losing,losing,False,False,True
4910434,90,Logrono,Iria Castro,False,1,3,1,4,winning,winning,False,False,True
